id,name,sex,age,team,noc,year,season,city,sport,event,medal
1752,Liu Wei,M,38,CHN,USA,2020,Summer,Rio,Boxing,100m freestyle,
1753,John Doe,M,20,FRA,BRA,2000,Summer,Tokyo,Rowing,Marathon,Bronze
1754,Anna Schmidt,M,39,CAN,UKR,2008,Summer,London,Boxing,100m freestyle,
1755,John Doe,F,23,USA,GER,2012,Summer,Beijing,Judo,Marathon,Silver
1756,Maria Ivanova,F,31,CHN,CAN,2000,Summer,Tokyo,Judo,100m freestyle,
1757,John Doe,M,35,CAN,CAN,2020,Summer,Rio,Boxing,100m freestyle,Bronze
1758,Tom Lee,M,34,GER,CHN,2000,Summer,Beijing,Rowing,Marathon,Bronze
1759,John Doe,M,21,FRA,USA,2000,Summer,Athens,Athletics,Double Sculls,Silver
1760,Tom Lee,F,32,CAN,CHN,2000,Summer,Beijing,Athletics,Sprint,
1761,Carlos Gomez,M,28,CHN,UKR,2008,Summer,Rio,Cycling,Lightweight Boxing,
1762,Kate Novak,M,20,USA,FRA,2016,Summer,Beijing,Boxing,Sprint,Gold
1763,Liu Wei,F,20,USA,UKR,2016,Summer,Rio,Boxing,100m freestyle,Bronze
1764,Tom Lee,F,33,FRA,FRA,2000,Summer,Tokyo,Rowing,Marathon,Silver
1765,Anna Schmidt,F,22,CAN,CHN,2008,Summer,London,Boxing,Marathon,
1766,John Doe,M,38,CHN,GER,2008,Summer,Athens,Rowing,Marathon,Silver
1767,Tom Lee,F,27,UKR,UKR,2000,Summer,London,Boxing,Marathon,Gold
1768,Anna Schmidt,F,36,GER,CHN,2020,Summer,London,Judo,Double Sculls,Silver
1769,Kate Novak,M,21,GER,USA,2020,Summer,London,Swimming,Lightweight Boxing,Bronze
1770,Kate Novak,F,36,CHN,CHN,2004,Summer,Rio,Boxing,Judo -60kg,Gold
1771,John Doe,M,28,UKR,CHN,2000,Summer,Rio,Swimming,100m freestyle,Bronze
1772,Maria Ivanova,M,19,USA,BRA,2004,Winter,Athens,Athletics,Lightweight Boxing,
1773,John Doe,F,27,FRA,UKR,2020,Winter,Rio,Cycling,Sprint,
1774,Carlos Gomez,F,28,BRA,GER,2020,Summer,Rio,Athletics,Judo -60kg,Gold
1775,Tom Lee,F,37,BRA,GER,2000,Summer,Rio,Boxing,Judo -60kg,
1776,Liu Wei,F,33,FRA,BRA,2004,Summer,Rio,Rowing,Marathon,Bronze
1777,Maria Ivanova,F,36,CHN,FRA,2004,Summer,Tokyo,Athletics,Lightweight Boxing,Gold
1778,John Doe,F,28,UKR,CAN,2000,Summer,Athens,Judo,Sprint,Gold
1779,Anna Schmidt,M,31,UKR,FRA,2004,Summer,Rio,Swimming,Marathon,Gold
1780,Maria Ivanova,M,19,GER,GER,2012,Summer,Athens,Rowing,Marathon,
1781,Tom Lee,F,22,USA,CHN,2020,Summer,Beijing,Rowing,Double Sculls,Gold
1782,Maria Ivanova,M,22,CAN,BRA,2016,Winter,Tokyo,Boxing,100m freestyle,Gold
1783,Tom Lee,F,36,UKR,USA,2008,Summer,Rio,Judo,Judo -60kg,
1784,John Doe,M,38,FRA,UKR,2004,Winter,Tokyo,Swimming,Sprint,Bronze
1785,Tom Lee,M,29,CAN,UKR,2004,Winter,Tokyo,Judo,Judo -60kg,
1786,Maria Ivanova,M,35,BRA,UKR,2008,Summer,Beijing,Athletics,Lightweight Boxing,Bronze
1787,Anna Schmidt,F,21,CAN,CHN,2004,Summer,Athens,Boxing,100m freestyle,Gold
1788,Kate Novak,M,39,USA,USA,2008,Summer,Tokyo,Rowing,Marathon,
1789,Maria Ivanova,F,34,FRA,BRA,2000,Summer,London,Rowing,100m freestyle,Gold
1790,Tom Lee,M,27,USA,BRA,2012,Summer,Beijing,Athletics,Marathon,Bronze
1791,Kate Novak,M,37,CAN,UKR,2012,Summer,London,Rowing,100m freestyle,Bronze
1792,Tom Lee,M,23,CHN,USA,2020,Summer,Beijing,Cycling,Marathon,Gold
1793,Anna Schmidt,M,31,UKR,USA,2016,Summer,London,Boxing,Judo -60kg,
1794,Tom Lee,M,28,FRA,USA,2004,Summer,London,Athletics,Judo -60kg,Silver
1795,John Doe,F,28,CHN,GER,2016,Summer,Tokyo,Boxing,Judo -60kg,Gold
1796,Liu Wei,F,35,CAN,GER,2000,Summer,Tokyo,Swimming,Judo -60kg,
1797,Maria Ivanova,M,39,UKR,UKR,2012,Summer,Beijing,Boxing,100m freestyle,Bronze
1798,Liu Wei,M,35,GER,USA,2000,Summer,Athens,Boxing,Marathon,Bronze
1799,Tom Lee,M,28,CHN,CAN,2000,Summer,Tokyo,Swimming,Judo -60kg,Bronze
1800,Anna Schmidt,M,38,CHN,USA,2004,Summer,Tokyo,Athletics,100m freestyle,
1801,Maria Ivanova,F,29,CAN,BRA,2000,Summer,Rio,Boxing,Marathon,Gold
1802,Tom Lee,M,22,BRA,BRA,2012,Winter,Tokyo,Judo,100m freestyle,Silver
1803,Kate Novak,F,26,CAN,UKR,2016,Summer,Athens,Boxing,Double Sculls,Silver
1804,Carlos Gomez,M,26,CHN,CAN,2012,Summer,Rio,Athletics,Judo -60kg,Gold
1805,Tom Lee,F,39,UKR,USA,2004,Summer,London,Rowing,Lightweight Boxing,Bronze
1806,Liu Wei,M,27,BRA,FRA,2012,Winter,London,Swimming,100m freestyle,Silver
1807,Maria Ivanova,M,39,CAN,CAN,2008,Summer,Rio,Rowing,Judo -60kg,Silver
1808,Liu Wei,F,36,FRA,UKR,2016,Summer,Rio,Athletics,Sprint,Gold
1809,Maria Ivanova,M,18,CAN,BRA,2008,Summer,Rio,Cycling,Marathon,Bronze
1810,Tom Lee,M,24,CHN,FRA,2008,Summer,Beijing,Rowing,Double Sculls,
1811,John Doe,M,21,CHN,BRA,2020,Summer,Athens,Boxing,Judo -60kg,Silver
1812,Kate Novak,F,18,GER,GER,2004,Summer,Athens,Boxing,Sprint,Bronze
1813,Tom Lee,M,32,CAN,UKR,2000,Winter,London,Swimming,100m freestyle,Gold
1814,Liu Wei,M,25,CHN,UKR,2008,Summer,London,Boxing,100m freestyle,Bronze
1815,Carlos Gomez,F,29,FRA,USA,2012,Summer,London,Judo,Sprint,Gold
1816,Carlos Gomez,F,39,USA,USA,2000,Summer,Tokyo,Judo,Double Sculls,Silver
1817,Anna Schmidt,F,39,BRA,GER,2012,Summer,London,Rowing,Sprint,Bronze
1818,Maria Ivanova,M,35,USA,FRA,2012,Winter,Rio,Athletics,Marathon,
1819,Liu Wei,M,32,BRA,CHN,2000,Summer,London,Swimming,100m freestyle,Silver
1820,Anna Schmidt,M,34,FRA,CAN,2000,Summer,Rio,Cycling,Sprint,
1821,Liu Wei,F,31,CAN,CHN,2012,Summer,Beijing,Rowing,Lightweight Boxing,Bronze
1822,Maria Ivanova,M,31,GER,CHN,2004,Winter,Tokyo,Athletics,Lightweight Boxing,
1823,Tom Lee,M,35,CHN,UKR,2016,Summer,Tokyo,Swimming,Sprint,Silver
1824,Tom Lee,F,37,CHN,CAN,2020,Summer,Athens,Swimming,Marathon,Silver
1825,Carlos Gomez,F,35,CHN,UKR,2016,Summer,Beijing,Rowing,100m freestyle,
1826,Tom Lee,F,33,CAN,CAN,2004,Summer,Rio,Athletics,Lightweight Boxing,Gold
1827,Tom Lee,F,18,BRA,BRA,2020,Winter,Beijing,Athletics,Sprint,Gold
1828,John Doe,F,28,FRA,UKR,2000,Summer,Tokyo,Boxing,Sprint,Gold
1829,Carlos Gomez,M,32,CHN,UKR,2020,Summer,Rio,Cycling,Judo -60kg,
1830,Anna Schmidt,F,29,USA,UKR,2012,Summer,Beijing,Judo,Sprint,Gold
1831,Kate Novak,M,25,CHN,FRA,2016,Summer,Tokyo,Boxing,Marathon,
1832,John Doe,M,39,CAN,GER,2020,Summer,Rio,Swimming,Lightweight Boxing,Silver
1833,Anna Schmidt,F,37,FRA,UKR,2012,Winter,Rio,Cycling,Judo -60kg,Gold
1834,Maria Ivanova,F,23,GER,USA,2004,Summer,Tokyo,Cycling,Lightweight Boxing,Silver
1835,John Doe,F,20,FRA,USA,2020,Winter,Rio,Athletics,Lightweight Boxing,Gold
1836,Anna Schmidt,M,30,USA,CAN,2012,Summer,Tokyo,Cycling,Marathon,Bronze
1837,Maria Ivanova,F,30,CHN,BRA,2004,Summer,London,Rowing,Sprint,Bronze
1838,Carlos Gomez,F,19,CHN,GER,2000,Summer,London,Cycling,Marathon,Silver
1839,Kate Novak,F,22,UKR,FRA,2004,Summer,Rio,Swimming,Sprint,Gold
1840,Maria Ivanova,F,34,BRA,CAN,2004,Winter,Rio,Rowing,Judo -60kg,Bronze
1841,Tom Lee,F,23,USA,USA,2016,Winter,Tokyo,Rowing,Marathon,
1842,Liu Wei,M,19,UKR,GER,2012,Summer,Rio,Boxing,Marathon,Bronze
1843,Maria Ivanova,M,21,FRA,GER,2020,Summer,Athens,Cycling,Double Sculls,
1844,Maria Ivanova,M,39,GER,BRA,2016,Summer,London,Athletics,100m freestyle,Gold
1845,Kate Novak,F,28,BRA,GER,2008,Winter,Rio,Boxing,Marathon,
1846,Liu Wei,F,25,USA,UKR,2004,Winter,Rio,Athletics,Double Sculls,Silver
1847,Tom Lee,F,29,CHN,GER,2008,Summer,Beijing,Cycling,100m freestyle,Gold
1848,Anna Schmidt,M,25,FRA,BRA,2016,Summer,Rio,Boxing,Sprint,
1849,Anna Schmidt,F,28,USA,CAN,2012,Summer,Athens,Cycling,Sprint,
1850,Maria Ivanova,F,39,CHN,BRA,2016,Summer,London,Swimming,Sprint,Bronze
1851,Liu Wei,F,37,BRA,FRA,2012,Summer,Beijing,Boxing,Double Sculls,Gold
1852,Liu Wei,M,25,CHN,BRA,2012,Summer,Tokyo,Athletics,Double Sculls,Silver
1853,Tom Lee,F,25,GER,USA,2000,Summer,Tokyo,Swimming,100m freestyle,Silver
1854,Kate Novak,M,34,FRA,UKR,2004,Summer,London,Judo,Sprint,
1855,Carlos Gomez,F,37,CAN,USA,2016,Winter,Tokyo,Athletics,Lightweight Boxing,Gold
1856,Anna Schmidt,M,37,CHN,CAN,2012,Summer,Athens,Cycling,Marathon,
1857,Kate Novak,M,33,GER,CHN,2016,Summer,Rio,Athletics,Double Sculls,Silver
1858,John Doe,M,31,CAN,CAN,2016,Summer,London,Judo,Double Sculls,
1859,Anna Schmidt,F,28,FRA,UKR,2012,Summer,Beijing,Athletics,Double Sculls,
1860,Kate Novak,F,24,BRA,GER,2020,Summer,Rio,Swimming,100m freestyle,Silver
1861,Anna Schmidt,M,33,BRA,BRA,2008,Summer,Tokyo,Rowing,Sprint,Silver
1862,Carlos Gomez,M,30,FRA,CHN,2004,Summer,Tokyo,Athletics,Lightweight Boxing,
1863,John Doe,F,32,FRA,UKR,2004,Summer,Beijing,Boxing,Marathon,Bronze
1864,Carlos Gomez,F,33,USA,USA,2020,Summer,Athens,Judo,Marathon,Bronze
1865,Tom Lee,M,38,GER,BRA,2000,Summer,Beijing,Athletics,Sprint,Bronze
1866,John Doe,F,26,GER,CAN,2020,Summer,London,Judo,Lightweight Boxing,Gold
1867,Maria Ivanova,F,20,FRA,USA,2000,Summer,Beijing,Rowing,100m freestyle,
1868,Kate Novak,F,36,UKR,UKR,2000,Summer,Tokyo,Swimming,Double Sculls,Gold
1869,John Doe,F,37,UKR,UKR,2020,Summer,Athens,Boxing,Double Sculls,
1870,Tom Lee,M,22,CAN,CAN,2004,Summer,Athens,Cycling,Sprint,Silver
1871,Tom Lee,F,27,CAN,CHN,2008,Summer,Beijing,Athletics,Marathon,Bronze
1872,Carlos Gomez,F,34,UKR,CAN,2004,Winter,London,Swimming,Double Sculls,Silver
1873,Anna Schmidt,M,32,FRA,GER,2004,Summer,Tokyo,Judo,Marathon,Silver
1874,John Doe,M,25,FRA,USA,2004,Summer,Rio,Rowing,Marathon,Silver
1875,Kate Novak,F,32,CAN,CHN,2020,Summer,Athens,Judo,Sprint,Bronze
1876,John Doe,F,38,CHN,BRA,2020,Summer,Beijing,Rowing,Judo -60kg,Bronze
1877,Liu Wei,F,31,FRA,FRA,2020,Summer,London,Rowing,Judo -60kg,
1878,Anna Schmidt,F,37,UKR,GER,2004,Summer,London,Swimming,Judo -60kg,Silver
1879,Kate Novak,M,24,GER,CHN,2008,Summer,Tokyo,Athletics,Lightweight Boxing,Bronze
1880,Kate Novak,M,38,FRA,FRA,2000,Winter,Athens,Cycling,Sprint,
1881,Maria Ivanova,M,29,FRA,FRA,2016,Summer,Tokyo,Athletics,Marathon,Gold
1882,Carlos Gomez,F,34,CHN,USA,2000,Summer,Rio,Boxing,Double Sculls,Silver
1883,Maria Ivanova,F,34,CAN,UKR,2000,Winter,Rio,Athletics,Lightweight Boxing,Silver
1884,Kate Novak,F,27,FRA,BRA,2016,Summer,Rio,Rowing,Judo -60kg,Silver
1885,Anna Schmidt,F,36,BRA,CAN,2004,Summer,London,Rowing,100m freestyle,Silver
1886,John Doe,M,31,USA,USA,2008,Summer,Athens,Boxing,Lightweight Boxing,Bronze
1887,John Doe,M,28,UKR,GER,2008,Summer,Tokyo,Judo,Lightweight Boxing,Gold
1888,Anna Schmidt,F,19,BRA,FRA,2000,Summer,Tokyo,Rowing,Sprint,Bronze
1889,Kate Novak,M,35,CAN,GER,2016,Summer,Rio,Boxing,Double Sculls,
1890,Tom Lee,F,24,GER,FRA,2012,Summer,Athens,Rowing,Lightweight Boxing,Bronze
1891,John Doe,F,29,USA,UKR,2004,Summer,Athens,Cycling,Double Sculls,Bronze
1892,Tom Lee,M,19,BRA,UKR,2000,Winter,Beijing,Rowing,Sprint,Gold
1893,John Doe,F,37,USA,BRA,2008,Summer,Athens,Swimming,100m freestyle,
1894,John Doe,F,35,UKR,CAN,2020,Summer,Athens,Boxing,Marathon,Silver
1895,Carlos Gomez,M,23,CAN,BRA,2020,Winter,Tokyo,Athletics,Marathon,Bronze
1896,Carlos Gomez,F,27,FRA,UKR,2016,Summer,Athens,Boxing,Judo -60kg,
1897,Liu Wei,F,37,GER,UKR,2016,Summer,Athens,Judo,Judo -60kg,Bronze
1898,Maria Ivanova,M,32,CAN,GER,2000,Summer,Tokyo,Rowing,100m freestyle,Bronze
1899,Anna Schmidt,F,22,USA,UKR,2012,Summer,Athens,Boxing,Marathon,Silver
1900,Anna Schmidt,M,37,BRA,CHN,2008,Summer,Tokyo,Cycling,Judo -60kg,Gold
1901,Anna Schmidt,F,20,UKR,FRA,2000,Summer,Beijing,Boxing,Double Sculls,
1902,Liu Wei,M,22,UKR,USA,2012,Winter,London,Cycling,Lightweight Boxing,Gold
1903,Carlos Gomez,M,25,CAN,UKR,2016,Winter,Tokyo,Rowing,Sprint,Bronze
1904,Kate Novak,M,25,FRA,BRA,2020,Winter,Tokyo,Athletics,Judo -60kg,Gold
1905,Tom Lee,F,25,BRA,CAN,2004,Winter,Athens,Rowing,100m freestyle,
1906,Tom Lee,M,29,FRA,FRA,2020,Summer,Tokyo,Judo,Marathon,Gold
1907,Kate Novak,M,25,FRA,FRA,2008,Summer,Rio,Swimming,100m freestyle,Bronze
1908,Liu Wei,M,28,BRA,CAN,2008,Winter,Rio,Athletics,Sprint,Bronze
1909,Kate Novak,M,31,USA,CAN,2020,Summer,Beijing,Athletics,Sprint,Silver
1910,Anna Schmidt,M,25,CAN,FRA,2020,Winter,Tokyo,Swimming,100m freestyle,Silver
1911,Maria Ivanova,F,27,CAN,CHN,2012,Summer,Athens,Boxing,Judo -60kg,Silver
1912,John Doe,F,24,CHN,BRA,2000,Summer,Athens,Rowing,Judo -60kg,Silver
1913,Tom Lee,F,34,CAN,CHN,2016,Summer,London,Boxing,Marathon,Silver
1914,Carlos Gomez,F,21,UKR,UKR,2012,Winter,Beijing,Boxing,Double Sculls,Silver
1915,Carlos Gomez,F,30,USA,USA,2004,Summer,Athens,Rowing,Marathon,Bronze
1916,Liu Wei,F,21,BRA,CAN,2020,Summer,London,Judo,Lightweight Boxing,Gold
1917,Carlos Gomez,F,22,CAN,BRA,2004,Summer,Athens,Athletics,Double Sculls,
1918,Anna Schmidt,M,39,USA,CAN,2004,Summer,London,Cycling,Lightweight Boxing,Bronze
1919,Tom Lee,F,21,CAN,CHN,2012,Summer,Rio,Swimming,Marathon,Gold
1920,Kate Novak,M,35,BRA,GER,2016,Summer,Rio,Athletics,Double Sculls,Silver
1921,Anna Schmidt,M,23,GER,UKR,2008,Summer,Athens,Boxing,Double Sculls,
1922,Liu Wei,F,39,BRA,USA,2000,Summer,Beijing,Swimming,Lightweight Boxing,Gold
1923,Anna Schmidt,M,19,BRA,UKR,2008,Summer,Tokyo,Cycling,100m freestyle,Bronze
1924,Kate Novak,M,28,BRA,GER,2016,Summer,Beijing,Athletics,Judo -60kg,Bronze
1925,Maria Ivanova,M,31,CAN,USA,2008,Summer,Beijing,Athletics,Double Sculls,Gold
1926,Liu Wei,M,22,CHN,GER,2020,Summer,Tokyo,Judo,Double Sculls,
1927,Maria Ivanova,F,23,BRA,UKR,2020,Winter,Rio,Athletics,Lightweight Boxing,Silver
1928,John Doe,F,27,UKR,CHN,2012,Summer,Rio,Athletics,Double Sculls,Silver
1929,Maria Ivanova,F,25,UKR,FRA,2004,Summer,Tokyo,Cycling,Lightweight Boxing,
1930,John Doe,F,31,USA,UKR,2016,Summer,London,Cycling,100m freestyle,Bronze
1931,John Doe,F,20,CHN,UKR,2016,Summer,Beijing,Swimming,Double Sculls,
1932,Maria Ivanova,F,29,USA,UKR,2008,Summer,Athens,Boxing,Sprint,Bronze
1933,Liu Wei,F,33,UKR,BRA,2012,Summer,Rio,Cycling,Marathon,Bronze
1934,Kate Novak,F,34,FRA,GER,2008,Summer,Athens,Swimming,100m freestyle,
1935,Anna Schmidt,F,18,UKR,GER,2008,Summer,Tokyo,Athletics,Sprint,Gold
1936,Anna Schmidt,F,27,GER,CAN,2016,Summer,Athens,Swimming,100m freestyle,
1937,Kate Novak,M,27,BRA,GER,2008,Summer,Athens,Swimming,Judo -60kg,Bronze
1938,Tom Lee,F,38,FRA,CAN,2004,Summer,Beijing,Swimming,100m freestyle,Gold
1939,Tom Lee,M,19,UKR,BRA,2008,Summer,Tokyo,Rowing,100m freestyle,Bronze
1940,John Doe,M,26,CAN,CHN,2004,Summer,Athens,Swimming,Judo -60kg,Gold
1941,John Doe,M,39,CAN,CAN,2016,Winter,Rio,Cycling,Double Sculls,Bronze
1942,Liu Wei,M,30,USA,UKR,2012,Summer,Tokyo,Rowing,Marathon,Bronze
1943,Carlos Gomez,F,33,FRA,CHN,2020,Summer,Rio,Boxing,Sprint,
1944,Maria Ivanova,M,35,USA,FRA,2004,Summer,London,Swimming,Lightweight Boxing,Gold
1945,John Doe,F,36,BRA,BRA,2012,Winter,Athens,Judo,Marathon,Bronze
1946,Anna Schmidt,F,29,BRA,GER,2012,Summer,Tokyo,Athletics,100m freestyle,Gold
1947,Liu Wei,M,25,GER,CAN,2004,Summer,Rio,Athletics,Lightweight Boxing,Bronze
1948,Maria Ivanova,F,34,CHN,UKR,2016,Summer,Athens,Rowing,Judo -60kg,Bronze
1949,Liu Wei,M,32,USA,USA,2000,Winter,Beijing,Athletics,Marathon,Bronze
1950,Maria Ivanova,M,27,BRA,FRA,2012,Winter,Rio,Athletics,Double Sculls,
1951,Maria Ivanova,F,32,USA,USA,2012,Winter,Rio,Rowing,Sprint,
1952,Kate Novak,F,32,BRA,CHN,2016,Summer,London,Athletics,Marathon,Gold
1953,John Doe,M,24,UKR,GER,2016,Summer,Beijing,Swimming,Marathon,Silver
1954,Liu Wei,F,30,USA,USA,2008,Summer,London,Boxing,Double Sculls,Bronze
1955,Liu Wei,F,34,UKR,CHN,2016,Summer,Beijing,Rowing,Lightweight Boxing,Silver
1956,Kate Novak,F,26,USA,BRA,2012,Winter,Rio,Judo,Judo -60kg,Gold
1957,Anna Schmidt,M,25,CHN,CHN,2004,Summer,London,Rowing,Double Sculls,Bronze
1958,Anna Schmidt,M,37,GER,FRA,2000,Summer,Athens,Cycling,Judo -60kg,Silver
1959,Tom Lee,F,38,CAN,CHN,2008,Summer,Beijing,Judo,Double Sculls,Silver
1960,John Doe,F,35,CAN,FRA,2004,Summer,Rio,Cycling,Marathon,
1961,John Doe,F,30,CAN,CHN,2000,Summer,Tokyo,Rowing,Judo -60kg,Silver
1962,Carlos Gomez,F,33,UKR,UKR,2000,Summer,Beijing,Cycling,Lightweight Boxing,Gold
1963,Kate Novak,F,26,FRA,CHN,2000,Summer,Beijing,Judo,Lightweight Boxing,Gold
1964,Anna Schmidt,M,29,BRA,CAN,2020,Summer,Athens,Swimming,Sprint,
1965,Maria Ivanova,F,29,CAN,CHN,2004,Summer,Beijing,Rowing,Judo -60kg,
1966,Liu Wei,M,23,CHN,UKR,2008,Summer,Beijing,Rowing,Sprint,Bronze
1967,John Doe,F,36,CAN,UKR,2008,Summer,Athens,Athletics,Double Sculls,Silver
1968,Liu Wei,M,24,USA,BRA,2000,Summer,Athens,Rowing,100m freestyle,
1969,Liu Wei,F,20,UKR,FRA,2004,Summer,London,Rowing,Lightweight Boxing,Bronze
1970,Carlos Gomez,M,33,FRA,GER,2020,Summer,Rio,Swimming,Marathon,
1971,Anna Schmidt,F,35,USA,USA,2000,Summer,Rio,Athletics,Lightweight Boxing,
1972,John Doe,M,33,FRA,USA,2016,Summer,London,Boxing,100m freestyle,Silver
1973,Liu Wei,M,24,USA,CHN,2008,Winter,Rio,Cycling,Marathon,Silver
1974,John Doe,M,21,USA,BRA,2012,Winter,Beijing,Judo,Judo -60kg,Gold
1975,Maria Ivanova,M,25,GER,CHN,2000,Winter,London,Boxing,Judo -60kg,Silver
1976,Carlos Gomez,M,30,GER,USA,2016,Summer,London,Athletics,Lightweight Boxing,
1977,Maria Ivanova,M,30,BRA,FRA,2008,Winter,Rio,Swimming,Marathon,
1978,John Doe,F,34,UKR,FRA,2020,Winter,Tokyo,Judo,Double Sculls,Bronze
1979,Tom Lee,M,34,CHN,FRA,2004,Winter,Rio,Cycling,Marathon,Silver
1980,John Doe,F,22,CHN,UKR,2008,Summer,Tokyo,Rowing,Sprint,Gold
1981,Anna Schmidt,F,23,CHN,GER,2004,Summer,London,Rowing,100m freestyle,Gold
1982,Liu Wei,F,36,USA,BRA,2004,Winter,Tokyo,Boxing,Judo -60kg,Silver
1983,Liu Wei,F,30,GER,UKR,2020,Summer,Beijing,Cycling,Lightweight Boxing,Silver
1984,Maria Ivanova,F,31,UKR,GER,2020,Summer,Athens,Athletics,Marathon,Bronze
1985,Carlos Gomez,M,39,USA,BRA,2000,Winter,Tokyo,Cycling,Judo -60kg,Gold
1986,Tom Lee,M,21,FRA,BRA,2000,Summer,Athens,Swimming,Lightweight Boxing,
1987,Kate Novak,M,24,GER,USA,2008,Summer,Beijing,Boxing,Judo -60kg,Silver
1988,Liu Wei,F,25,GER,UKR,2020,Summer,Athens,Boxing,Lightweight Boxing,
1989,Anna Schmidt,M,30,CAN,BRA,2016,Winter,Beijing,Swimming,Judo -60kg,Bronze
1990,Maria Ivanova,M,23,CAN,CAN,2008,Summer,Athens,Cycling,Double Sculls,Gold
1991,Maria Ivanova,M,23,UKR,FRA,2012,Summer,Athens,Swimming,Sprint,
1992,Kate Novak,M,38,FRA,BRA,2004,Summer,Rio,Judo,100m freestyle,Bronze
1993,Anna Schmidt,M,20,UKR,GER,2004,Summer,Tokyo,Swimming,Judo -60kg,Bronze
1994,Carlos Gomez,F,20,UKR,USA,2000,Summer,Athens,Cycling,100m freestyle,Bronze
1995,Anna Schmidt,M,30,USA,CHN,2016,Winter,London,Swimming,Judo -60kg,Gold
1996,Carlos Gomez,F,39,BRA,FRA,2020,Winter,Rio,Athletics,Marathon,Bronze
1997,Anna Schmidt,F,19,UKR,USA,2020,Summer,Tokyo,Rowing,Sprint,
1998,Anna Schmidt,F,33,CAN,CHN,2000,Summer,Rio,Swimming,Double Sculls,Gold
1999,John Doe,F,39,BRA,UKR,2012,Summer,Tokyo,Rowing,Sprint,Silver
2000,Maria Ivanova,F,23,USA,UKR,2008,Summer,Beijing,Swimming,100m freestyle,
